# ./gen-events -Z2jets -lhc -pileup -out pippo -nev 1
# Random generator sequence:     19780503
# Stamped by ./gen-events on 17/08/2006 at 20:04:37
#SUBSTART
        0.3954777037       -0.3673222022       -5.5667288574        5.5945757811
       -0.5734773309        0.1245593657       -1.2834308450        1.4181205179
        0.4356693274        0.2288104897      -30.3453880070       30.3496987643
        0.0975446006       -0.5315884534      -23.8794891793       23.8860123185
       -0.3671850506        0.2749471255      -80.0854738668       80.0869091989
       -0.4589804461        1.0933220413     -917.7103502176      917.7115972376
        0.4890326290        0.2271214701        0.7102487651        1.0192307603
        0.9620460936       -0.1371148865        1.8707178217        2.1126755860
       -0.4265074515        0.1524393905        0.2258185917        0.5249954240
       -0.2854455532       -0.8896230081        1.1043374697        1.4532547239
       -1.3400826650       -0.9523925375        1.6856250053        2.3587463912
       -0.2075451905        0.0641659240        1.3196175283        1.3446421374
        0.5406343804       -0.7740567249        3.9746470146        4.1919041046
       -0.3578078804       -1.7354383315        6.4129596827        6.7190903526
       -1.6118695968        1.5582485089        1.9024112268        2.9436219651
        0.1143429692       -0.4574338006       -0.0475288902        0.4940230530
       -0.6465492582       -0.1950820930        0.4309382983        0.8131854451
       -1.3187581886       -0.8272947214       -3.4439719403        3.7820579354
       -1.0197479028       -1.3993922034       -2.8184561622        3.3107943529
        0.0177751480       -0.3715033654       -5.0374444625        5.0530839301
       -1.7969415170        0.0563314901       -8.3697855685        8.5618317140
       -0.7576930515       -0.6997743092       -4.0430438428        4.1748612126
       -1.3563817887       -1.8332677734      -15.3808839362       15.5496531385
       -1.2759294995       -0.6207325264      -12.2632057384       12.3458089943
       -1.4125912138        0.8190729941      -16.8449267321       16.9244595453
       -0.3333587496        0.7139050981      -84.4418604770       84.4507630584
       -0.8131711559        0.0487480676      -34.2800369361       34.2899990642
        0.1175685979       -1.5275906268      -58.9343017227       58.9543785891
        0.9438714201       -1.7468129724     -124.7156161864      124.7323967963
        1.2012274148        1.0867287408      -29.6627785752       29.7073027932
        2.1217668638        0.1269747826      -34.5508191431       34.6164209655
        1.1333236411        1.1678736601       -9.5431584062        9.7264081506
        0.5227402466        0.6572331776      -13.1620827856       13.2222701476
        0.2285739557        0.0144492742       -1.2038954780        1.2334094785
        0.5739495541        0.2055766201       -1.1812834106        1.3366338760
        0.4957539036       -0.6322651654       -1.8744538193        2.0441595041
        0.9028934034        1.0588904336       -1.5276189716        2.0711264944
        0.1579772002       -0.4191506621       -0.3460071292        0.5829620843
        0.2552851785        1.1285086251       -0.1724492837        1.1781004964
       -0.3037193568        0.2247247779        0.5221111507        0.6594137639
        0.4237728863        0.1217617500        0.0136594827        0.4626832062
        2.8590184124        0.4133105395        3.5062185571        4.5450918846
        1.0412453989        0.1799268361        1.5898700641        1.9140878383
        0.4081284644       -0.1649444870        2.3003574547        2.3462522736
        1.8287023978        1.5002444729        5.7603731671        6.2975849933
       -0.8422102437        0.1094949714        5.9219786230        5.9841973430
       -1.1195537255        0.5149480800       11.7402139823       11.8055358288
       -2.2827017458        0.3739097535       22.1587071699       22.2795493444
       -0.8064287284        0.4965255206       10.3630195079       10.4071378386
        0.2786821344        0.2209461635        4.6018860728        4.6177176344
       -0.6501398236        0.8326763836       13.2770378447       13.3197314336
       -0.3449085817       -0.0930200840        2.5865256638        2.6148058170
        1.6694063131       -1.5361292491      136.7557309894      136.7754371585
        0.0364074570       -2.3019537241      360.4173138323      360.4258914372
        0.1870806721       -1.4985151620      134.7316281782      134.7433670731
       -0.9902408374       -0.7836659786        3.7112391664        3.9226885190
       -0.3768197701        0.4264928331      289.6762101775      289.6782929801
        0.0291815048        0.4020302407        7.9848179472        8.0102083921
